,Node1_ID,Node2_ID
0,0,3
1,0,4
2,1,6
3,1,5
4,2,11
5,2,3
6,2,12
7,3,13
8,3,12
9,3,4
10,4,13
11,4,5
12,4,14
13,5,14
14,5,6
15,5,15
16,6,15
17,6,16
18,6,7
19,7,17
20,7,16
21,8,18
22,8,19
23,9,20
24,9,10
25,9,21
26,10,22
27,10,21
28,10,11
29,11,23
30,11,12
31,11,22
32,12,23
33,12,13
34,12,24
35,13,25
36,13,14
37,13,24
38,14,25
39,14,15
40,14,26
41,15,26
42,15,16
43,15,27
44,16,27
45,16,28
46,16,17
47,17,29
48,17,28
49,18,30
50,18,19
51,18,31
52,19,31
53,19,20
54,19,32
55,20,32
56,20,21
57,20,33
58,21,22
59,21,34
60,21,33
61,22,34
62,22,23
63,22,35
64,23,24
65,23,36
66,23,35
67,24,25
68,24,37
69,24,36
70,25,38
71,25,37
72,25,26
73,26,38
74,26,27
75,26,39
76,27,39
77,27,28
78,27,40
79,28,29
80,28,41
81,28,40
82,29,41
83,29,42
84,30,31
85,31,43
86,31,32
87,32,43
88,32,44
89,32,33
90,33,44
91,33,34
92,33,45
93,34,46
94,34,45
95,34,35
96,35,47
97,35,46
98,35,36
99,36,48
100,36,47
101,36,37
102,37,48
103,37,49
104,37,38
105,38,50
106,38,49
107,38,39
108,39,40
109,39,50
110,39,51
111,40,41
112,40,52
113,40,51
114,41,53
115,41,52
116,41,42
117,42,53
118,42,54
119,43,55
120,43,44
121,44,56
122,44,45
123,44,55
124,45,57
125,45,56
126,45,46
127,46,58
128,46,47
129,46,57
130,47,58
131,47,48
132,47,59
133,48,59
134,48,49
135,48,60
136,49,60
137,49,50
138,49,61
139,50,62
140,50,61
141,50,51
142,51,62
143,51,63
144,51,52
145,52,64
146,52,63
147,52,53
148,53,65
149,53,64
150,53,54
151,54,66
152,54,65
153,55,67
154,55,56
155,55,68
156,56,57
157,56,69
158,56,68
159,57,69
160,57,58
161,57,70
162,58,70
163,58,59
164,58,71
165,59,71
166,59,60
167,59,72
168,60,72
169,60,61
170,60,73
171,61,62
172,61,74
173,61,73
174,62,74
175,62,63
176,62,75
177,63,64
178,63,76
179,63,75
180,64,77
181,64,76
182,64,65
183,65,77
184,65,66
185,65,78
186,66,79
187,66,78
188,67,68
189,67,80
190,68,80
191,68,69
192,68,81
193,69,81
194,69,70
195,69,82
196,70,83
197,70,82
198,70,71
199,71,83
200,71,72
201,71,84
202,72,73
203,72,85
204,72,84
205,73,74
206,73,86
207,73,85
208,74,86
209,74,75
210,74,87
211,75,76
212,75,88
213,75,87
214,76,88
215,76,77
216,76,89
217,77,89
218,77,78
219,77,90
220,78,90
221,78,79
222,78,91
223,79,92
224,79,91
225,80,81
226,80,93
227,80,94
228,81,82
229,81,95
230,81,94
231,82,83
232,82,95
233,82,96
234,83,84
235,83,97
236,83,96
237,84,85
238,84,97
239,84,98
240,85,86
241,85,98
242,85,99
243,86,87
244,86,100
245,86,99
246,87,88
247,87,100
248,87,101
249,88,89
250,88,102
251,88,101
252,89,90
253,89,102
254,89,103
255,90,91
256,90,104
257,90,103
258,91,92
259,91,105
260,91,104
261,92,106
262,92,105
263,93,94
264,93,108
265,94,95
266,94,109
267,94,108
268,95,110
269,95,96
270,95,109
271,96,97
272,96,111
273,96,110
274,97,112
275,97,98
276,97,111
277,98,99
278,98,112
279,98,113
280,99,113
281,99,100
282,99,114
283,100,115
284,100,101
285,100,114
286,101,116
287,101,115
288,101,102
289,102,103
290,102,116
291,102,117
292,103,118
293,103,104
294,103,117
295,104,119
296,104,118
297,104,105
298,105,106
299,105,119
300,105,120
301,106,107
302,106,121
303,106,120
304,107,122
305,107,121
306,108,109
307,109,110
308,109,123
309,110,124
310,110,111
311,110,123
312,111,112
313,111,125
314,111,124
315,112,113
316,112,126
317,112,125
318,113,114
319,113,126
320,113,127
321,114,115
322,114,128
323,114,127
324,115,116
325,115,128
326,115,129
327,116,117
328,116,130
329,116,129
330,117,118
331,117,130
332,117,131
333,118,119
334,118,132
335,118,131
336,119,120
337,119,133
338,119,132
339,120,121
340,120,133
341,120,134
342,121,134
343,121,122
344,121,135
345,122,135
346,122,136
347,123,124
348,123,137
349,124,125
350,124,138
351,124,137
352,125,126
353,125,139
354,125,138
355,126,127
356,126,140
357,126,139
358,127,128
359,127,140
360,127,141
361,128,129
362,128,142
363,128,141
364,129,130
365,129,142
366,129,143
367,130,143
368,130,131
369,130,144
370,131,144
371,131,132
372,131,145
373,132,146
374,132,133
375,132,145
376,133,134
377,133,147
378,133,146
379,134,148
380,134,135
381,134,147
382,135,136
383,135,149
384,135,148
385,136,149
386,136,150
387,137,152
388,137,153
389,137,138
390,138,154
391,138,153
392,138,139
393,139,140
394,139,154
395,139,155
396,140,141
397,140,156
398,140,155
399,141,156
400,141,157
401,141,142
402,142,143
403,142,158
404,142,157
405,143,158
406,143,159
407,143,144
408,144,145
409,144,159
410,144,160
411,145,146
412,145,161
413,145,160
414,146,147
415,146,161
416,146,162
417,147,148
418,147,163
419,147,162
420,148,149
421,148,163
422,148,164
423,149,150
424,149,165
425,149,164
426,150,151
427,150,165
428,150,166
429,151,166
430,151,167
431,152,153
432,152,168
433,153,154
434,153,168
435,153,169
436,154,155
437,154,170
438,154,169
439,155,156
440,155,170
441,155,171
442,156,157
443,156,172
444,156,171
445,157,158
446,157,173
447,157,172
448,158,159
449,158,173
450,158,174
451,159,160
452,159,175
453,159,174
454,160,176
455,160,161
456,160,175
457,161,177
458,161,176
459,161,162
460,162,163
461,162,178
462,162,177
463,163,179
464,163,178
465,163,164
466,164,165
467,164,180
468,164,179
469,165,180
470,165,181
471,165,166
472,166,167
473,166,182
474,166,181
475,167,182
476,167,183
477,168,169
478,168,184
479,169,185
480,169,170
481,169,184
482,170,185
483,170,186
484,170,171
485,171,187
486,171,186
487,171,172
488,172,173
489,172,187
490,172,188
491,173,174
492,173,189
493,173,188
494,174,189
495,174,190
496,174,175
497,175,176
498,175,191
499,175,190
500,176,191
501,176,192
502,176,177
503,177,178
504,177,192
505,177,193
506,178,179
507,178,194
508,178,193
509,179,180
510,179,194
511,179,195
512,180,181
513,180,196
514,180,195
515,181,182
516,181,196
517,181,197
518,182,183
519,182,198
520,182,197
521,183,198
522,184,185
523,184,200
524,184,199
525,185,186
526,185,200
527,185,201
528,186,187
529,186,201
530,186,202
531,187,188
532,187,203
533,187,202
534,188,189
535,188,203
536,188,204
537,189,190
538,189,205
539,189,204
540,190,191
541,190,206
542,190,205
543,191,192
544,191,206
545,191,207
546,192,208
547,192,193
548,192,207
549,193,209
550,193,194
551,193,208
552,194,210
553,194,209
554,194,195
555,195,196
556,195,210
557,195,211
558,196,212
559,196,211
560,196,197
561,197,212
562,197,198
563,197,213
564,198,213
565,199,200
566,199,214
567,200,201
568,200,215
569,200,214
570,201,202
571,201,215
572,201,216
573,202,203
574,202,217
575,202,216
576,203,218
577,203,204
578,203,217
579,204,219
580,204,205
581,204,218
582,205,206
583,205,219
584,205,220
585,206,207
586,206,220
587,206,221
588,207,222
589,207,221
590,207,208
591,208,209
592,208,222
593,208,223
594,209,224
595,209,223
596,209,210
597,210,211
598,210,224
599,210,225
600,211,212
601,211,226
602,211,225
603,212,213
604,212,227
605,212,226
606,213,228
607,213,227
608,214,215
609,214,231
610,214,230
611,215,216
612,215,231
613,215,232
614,216,232
615,216,233
616,216,217
617,217,218
618,217,233
619,217,234
620,218,235
621,218,219
622,218,234
623,219,220
624,219,236
625,219,235
626,220,237
627,220,221
628,220,236
629,221,222
630,221,238
631,221,237
632,222,239
633,222,223
634,222,238
635,223,224
636,223,239
637,223,240
638,224,225
639,224,241
640,224,240
641,225,242
642,225,226
643,225,241
644,226,242
645,226,227
646,226,243
647,227,243
648,227,244
649,227,228
650,228,245
651,228,229
652,228,244
653,229,246
654,229,245
655,230,247
656,230,248
657,230,231
658,231,248
659,231,249
660,231,232
661,232,250
662,232,249
663,232,233
664,233,251
665,233,234
666,233,250
667,234,235
668,234,252
669,234,251
670,235,253
671,235,252
672,235,236
673,236,253
674,236,254
675,236,237
676,237,255
677,237,254
678,237,238
679,238,239
680,238,255
681,238,256
682,239,240
683,239,257
684,239,256
685,240,257
686,240,258
687,240,241
688,241,242
689,241,258
690,241,259
691,242,259
692,242,260
693,242,243
694,243,244
695,243,260
696,243,261
697,244,245
698,244,262
699,244,261
700,245,246
701,245,262
702,245,263
703,246,264
704,246,263
705,247,248
706,247,265
707,247,266
708,248,249
709,248,266
710,248,267
711,249,267
712,249,268
713,249,250
714,250,251
715,250,269
716,250,268
717,251,269
718,251,270
719,251,252
720,252,253
721,252,271
722,252,270
723,253,272
724,253,254
725,253,271
726,254,255
727,254,272
728,254,273
729,255,274
730,255,256
731,255,273
732,256,274
733,256,275
734,256,257
735,257,276
736,257,275
737,257,258
738,258,276
739,258,277
740,258,259
741,259,278
742,259,277
743,259,260
744,260,278
745,260,279
746,260,261
747,261,280
748,261,262
749,261,279
750,262,281
751,262,280
752,262,263
753,263,282
754,263,281
755,263,264
756,264,283
757,264,282
758,265,286
759,265,266
760,265,287
761,266,288
762,266,287
763,266,267
764,267,289
765,267,288
766,267,268
767,268,290
768,268,289
769,268,269
770,269,290
771,269,291
772,269,270
773,270,292
774,270,291
775,270,271
776,271,293
777,271,292
778,271,272
779,272,273
780,272,294
781,272,293
782,273,295
783,273,294
784,273,274
785,274,296
786,274,275
787,274,295
788,275,297
789,275,296
790,275,276
791,276,298
792,276,277
793,276,297
794,277,299
795,277,298
796,277,278
797,278,299
798,278,279
799,278,300
800,279,300
801,279,301
802,279,280
803,280,301
804,280,281
805,280,302
806,281,302
807,281,303
808,281,282
809,282,304
810,282,303
811,282,283
812,283,305
813,283,284
814,283,304
815,284,305
816,285,306
817,285,286
818,286,306
819,286,307
820,286,287
821,287,308
822,287,288
823,287,307
824,288,309
825,288,308
826,288,289
827,289,309
828,289,310
829,289,290
830,290,311
831,290,310
832,290,291
833,291,311
834,291,312
835,291,292
836,292,313
837,292,312
838,292,293
839,293,313
840,293,314
841,293,294
842,294,314
843,294,315
844,294,295
845,295,316
846,295,315
847,295,296
848,296,316
849,296,317
850,296,297
851,297,318
852,297,317
853,297,298
854,298,318
855,298,319
856,298,299
857,299,319
858,299,320
859,299,300
860,300,321
861,300,320
862,300,301
863,301,302
864,301,322
865,301,321
866,302,323
867,302,322
868,302,303
869,303,323
870,303,324
871,303,304
872,304,324
873,304,325
874,304,305
875,305,325
876,306,326
877,306,327
878,306,307
879,307,308
880,307,328
881,307,327
882,308,329
883,308,309
884,308,328
885,309,310
886,309,330
887,309,329
888,310,331
889,310,311
890,310,330
891,311,332
892,311,312
893,311,331
894,312,333
895,312,313
896,312,332
897,313,334
898,313,314
899,313,333
900,314,335
901,314,334
902,314,315
903,315,335
904,315,336
905,315,316
906,316,317
907,316,337
908,316,336
909,317,338
910,317,318
911,317,337
912,318,338
913,318,319
914,318,339
915,319,339
916,319,340
917,319,320
918,320,340
919,320,341
920,320,321
921,321,342
922,321,341
923,321,322
924,322,342
925,322,343
926,322,323
927,323,344
928,323,343
929,323,324
930,324,344
931,324,345
932,324,325
933,325,345
934,326,347
935,326,327
936,326,348
937,327,348
938,327,349
939,327,328
940,328,349
941,328,350
942,328,329
943,329,351
944,329,350
945,329,330
946,330,351
947,330,352
948,330,331
949,331,353
950,331,352
951,331,332
952,332,354
953,332,353
954,332,333
955,333,354
956,333,355
957,333,334
958,334,356
959,334,335
960,334,355
961,335,356
962,335,357
963,335,336
964,336,358
965,336,357
966,336,337
967,337,358
968,337,359
969,337,338
970,338,339
971,338,360
972,338,359
973,339,361
974,339,360
975,339,340
976,340,362
977,340,341
978,340,361
979,341,363
980,341,362
981,341,342
982,342,343
983,342,363
984,342,364
985,343,364
986,343,344
987,344,345
988,345,365
989,346,366
990,346,367
991,346,347
992,347,368
993,347,348
994,347,367
995,348,368
996,348,369
997,348,349
998,349,350
999,349,370
1000,349,369
1001,350,371
1002,350,351
1003,350,370
1004,351,371
1005,351,352
1006,351,372
1007,352,372
1008,352,373
1009,352,353
1010,353,374
1011,353,373
1012,353,354
1013,354,375
1014,354,374
1015,354,355
1016,355,375
1017,355,376
1018,355,356
1019,356,377
1020,356,376
1021,356,357
1022,357,377
1023,357,378
1024,357,358
1025,358,378
1026,358,379
1027,358,359
1028,359,379
1029,359,380
1030,359,360
1031,360,381
1032,360,380
1033,360,361
1034,361,382
1035,361,381
1036,361,362
1037,362,382
1038,362,383
1039,362,363
1040,363,384
1041,363,383
1042,363,364
1043,364,384
1044,366,387
1045,366,386
1046,366,367
1047,367,387
1048,367,388
1049,367,368
1050,368,389
1051,368,388
1052,368,369
1053,369,389
1054,369,390
1055,369,370
1056,370,391
1057,370,390
1058,370,371
1059,371,391
1060,371,392
1061,371,372
1062,372,393
1063,372,392
1064,372,373
1065,373,393
1066,373,394
1067,373,374
1068,374,395
1069,374,375
1070,374,394
1071,375,376
1072,375,396
1073,375,395
1074,376,397
1075,376,377
1076,376,396
1077,377,378
1078,377,398
1079,377,397
1080,378,399
1081,378,379
1082,378,398
1083,379,400
1084,379,399
1085,379,380
1086,380,401
1087,380,381
1088,380,400
1089,381,401
1090,381,402
1091,381,382
1092,382,383
1093,382,403
1094,382,402
1095,383,404
1096,383,384
1097,383,403
1098,384,404
1099,385,405
1100,385,386
1101,386,405
1102,386,406
1103,386,387
1104,387,407
1105,387,388
1106,387,406
1107,388,408
1108,388,407
1109,388,389
1110,389,408
1111,389,409
1112,389,390
1113,390,410
1114,390,409
1115,390,391
1116,391,410
1117,391,411
1118,391,392
1119,392,412
1120,392,411
1121,392,393
1122,393,412
1123,393,413
1124,393,394
1125,394,413
1126,394,414
1127,394,395
1128,395,415
1129,395,414
1130,395,396
1131,396,415
1132,396,416
1133,396,397
1134,397,417
1135,397,416
1136,397,398
1137,398,399
1138,398,417
1139,398,418
1140,399,419
1141,399,418
1142,399,400
1143,400,419
1144,400,420
1145,400,401
1146,401,420
1147,401,421
1148,401,402
1149,402,421
1150,402,422
1151,402,403
1152,403,422
1153,403,404
1154,405,406
1155,405,423
1156,405,424
1157,406,424
1158,406,425
1159,406,407
1160,407,408
1161,407,426
1162,407,425
1163,408,409
1164,408,427
1165,408,426
1166,409,410
1167,409,428
1168,409,427
1169,410,429
1170,410,411
1171,410,428
1172,411,412
1173,411,429
1174,411,430
1175,412,413
1176,412,431
1177,412,430
1178,413,414
1179,413,431
1180,413,432
1181,414,432
1182,414,415
1183,414,433
1184,415,416
1185,415,433
1186,415,434
1187,416,435
1188,416,417
1189,416,434
1190,417,436
1191,417,435
1192,417,418
1193,418,437
1194,418,419
1195,418,436
1196,419,438
1197,419,437
1198,419,420
1199,420,421
1200,420,438
1201,420,439
1202,421,439
1203,421,440
1204,421,422
1205,422,441
1206,422,440
1207,423,442
1208,423,424
1209,424,443
1210,424,442
1211,424,425
1212,425,444
1213,425,426
1214,425,443
1215,426,445
1216,426,444
1217,426,427
1218,427,445
1219,427,446
1220,427,428
1221,428,447
1222,428,446
1223,428,429
1224,429,448
1225,429,447
1226,429,430
1227,430,448
1228,430,449
1229,430,431
1230,431,432
1231,431,449
1232,431,450
1233,432,450
1234,432,451
1235,432,433
1236,433,452
1237,433,451
1238,433,434
1239,434,452
1240,434,453
1241,434,435
1242,435,454
1243,435,453
1244,435,436
1245,436,437
1246,436,454
1247,436,455
1248,437,455
1249,437,456
1250,437,438
1251,438,439
1252,438,457
1253,438,456
1254,439,457
1255,439,458
1256,439,440
1257,440,441
1258,440,459
1259,440,458
1260,441,459
1261,441,460
1262,442,443
1263,442,464
1264,442,463
1265,443,464
1266,443,444
1267,443,465
1268,444,465
1269,444,445
1270,444,466
1271,445,466
1272,445,467
1273,445,446
1274,446,468
1275,446,447
1276,446,467
1277,447,468
1278,447,469
1279,447,448
1280,448,470
1281,448,449
1282,448,469
1283,449,471
1284,449,470
1285,449,450
1286,450,471
1287,450,472
1288,450,451
1289,451,473
1290,451,472
1291,451,452
1292,452,473
1293,452,474
1294,452,453
1295,453,474
1296,453,475
1297,453,454
1298,454,476
1299,454,475
1300,454,455
1301,455,477
1302,455,476
1303,455,456
1304,456,478
1305,456,477
1306,456,457
1307,457,478
1308,457,479
1309,457,458
1310,458,479
1311,458,459
1312,458,480
1313,459,480
1314,459,481
1315,459,460
1316,460,481
1317,460,461
1318,460,482
1319,461,483
1320,461,482
1321,462,463
1322,462,487
1323,463,464
1324,463,488
1325,463,487
1326,464,489
1327,464,488
1328,464,465
1329,465,466
1330,465,490
1331,465,489
1332,466,491
1333,466,490
1334,466,467
1335,467,491
1336,467,468
1337,467,492
1338,468,493
1339,468,492
1340,468,469
1341,469,494
1342,469,493
1343,469,470
1344,470,495
1345,470,494
1346,470,471
1347,471,495
1348,471,472
1349,471,496
1350,472,497
1351,472,496
1352,472,473
1353,473,497
1354,473,474
1355,473,498
1356,474,498
1357,474,475
1358,474,499
1359,475,499
1360,475,476
1361,475,500
1362,476,477
1363,476,501
1364,476,500
1365,477,501
1366,477,478
1367,477,502
1368,478,502
1369,478,479
1370,478,503
1371,479,504
1372,479,503
1373,479,480
1374,480,504
1375,480,481
1376,480,505
1377,481,482
1378,481,506
1379,481,505
1380,482,506
1381,482,483
1382,482,507
1383,483,508
1384,483,507
1385,483,484
1386,484,485
1387,484,509
1388,484,508
1389,485,509
1390,485,486
1391,485,510
1392,486,511
1393,486,510
1394,487,488
1395,487,513
1396,488,513
1397,488,489
1398,488,514
1399,489,490
1400,489,515
1401,489,514
1402,490,515
1403,490,491
1404,490,516
1405,491,492
1406,491,516
1407,491,517
1408,492,493
1409,492,518
1410,492,517
1411,493,494
1412,493,518
1413,493,519
1414,494,495
1415,494,520
1416,494,519
1417,495,521
1418,495,496
1419,495,520
1420,496,522
1421,496,497
1422,496,521
1423,497,522
1424,497,498
1425,497,523
1426,498,524
1427,498,499
1428,498,523
1429,499,525
1430,499,524
1431,499,500
1432,500,525
1433,500,526
1434,500,501
1435,501,527
1436,501,526
1437,501,502
1438,502,527
1439,502,528
1440,502,503
1441,503,528
1442,503,529
1443,503,504
1444,504,505
1445,504,530
1446,504,529
1447,505,530
1448,505,531
1449,505,506
1450,506,507
1451,506,532
1452,506,531
1453,507,508
1454,507,532
1455,507,533
1456,508,509
1457,508,533
1458,508,534
1459,509,534
1460,509,510
1461,510,511
1462,511,512
1463,513,535
1464,513,514
1465,513,536
1466,514,536
1467,514,515
1468,514,537
1469,515,537
1470,515,516
1471,515,538
1472,516,539
1473,516,538
1474,516,517
1475,517,518
1476,517,540
1477,517,539
1478,518,541
1479,518,540
1480,518,519
1481,519,520
1482,519,542
1483,519,541
1484,520,542
1485,520,521
1486,520,543
1487,521,522
1488,521,544
1489,521,543
1490,522,544
1491,522,523
1492,522,545
1493,523,546
1494,523,545
1495,523,524
1496,524,546
1497,524,525
1498,524,547
1499,525,547
1500,525,526
1501,525,548
1502,526,549
1503,526,548
1504,526,527
1505,527,549
1506,527,528
1507,527,550
1508,528,529
1509,528,551
1510,528,550
1511,529,551
1512,529,530
1513,529,552
1514,530,553
1515,530,552
1516,530,531
1517,531,553
1518,531,532
1519,531,554
1520,532,555
1521,532,554
1522,532,533
1523,533,556
1524,533,555
1525,533,534
1526,534,556
1527,535,536
1528,536,537
1529,537,538
1530,537,557
1531,538,558
1532,538,557
1533,538,539
1534,539,540
1535,539,558
1536,539,559
1537,540,559
1538,540,541
1539,540,560
1540,541,542
1541,541,560
1542,541,561
1543,542,562
1544,542,543
1545,542,561
1546,543,544
1547,543,562
1548,543,563
1549,544,564
1550,544,545
1551,544,563
1552,545,565
1553,545,564
1554,545,546
1555,546,547
1556,546,565
1557,546,566
1558,547,567
1559,547,566
1560,547,548
1561,548,568
1562,548,549
1563,548,567
1564,549,569
1565,549,568
1566,549,550
1567,550,551
1568,550,570
1569,550,569
1570,551,570
1571,551,571
1572,551,552
1573,552,571
1574,552,553
1575,553,554
1576,554,555
1577,555,556
1578,557,558
1579,558,559
1580,558,572
1581,559,573
1582,559,560
1583,559,572
1584,560,561
1585,560,574
1586,560,573
1587,561,575
1588,561,562
1589,561,574
1590,562,563
1591,562,575
1592,562,576
1593,563,576
1594,563,564
1595,563,577
1596,564,565
1597,564,577
1598,564,578
1599,565,578
1600,565,566
1601,565,579
1602,566,579
1603,566,580
1604,566,567
1605,567,581
1606,567,568
1607,567,580
1608,568,569
1609,568,581
1610,568,582
1611,569,583
1612,569,570
1613,569,582
1614,570,571
1615,570,584
1616,570,583
1617,571,584
1618,572,573
1619,572,585
1620,573,574
1621,573,586
1622,573,585
1623,574,575
1624,574,587
1625,574,586
1626,575,588
1627,575,587
1628,575,576
1629,576,577
1630,576,589
1631,576,588
1632,577,590
1633,577,589
1634,577,578
1635,578,590
1636,578,579
1637,578,591
1638,579,591
1639,579,580
1640,579,592
1641,580,581
1642,580,593
1643,580,592
1644,581,593
1645,581,582
1646,581,594
1647,582,583
1648,582,595
1649,582,594
1650,583,584
1651,583,596
1652,583,595
1653,584,596
1654,585,586
1655,586,597
1656,586,587
1657,587,598
1658,587,588
1659,587,597
1660,588,598
1661,588,599
1662,588,589
1663,589,600
1664,589,590
1665,589,599
1666,590,600
1667,590,601
1668,590,591
1669,591,602
1670,591,601
1671,591,592
1672,592,602
1673,592,603
1674,592,593
1675,593,603
1676,593,604
1677,593,594
1678,594,604
1679,594,605
1680,594,595
1681,595,605
1682,595,596
1683,597,598
1684,598,606
1685,598,599
1686,599,607
1687,599,606
1688,599,600
1689,600,607
1690,600,608
1691,600,601
1692,601,608
1693,601,609
1694,601,602
1695,602,609
1696,602,610
1697,602,603
1698,603,604
1699,603,610
1700,603,611
1701,604,605
1702,604,611
1703,606,607
1704,607,608
1705,608,609
1706,609,610
1707,610,611
